Term,es,nes,pval,fdr,gene_set_size,matched_size,genes
Endocytosis_Homo sapiens_hsa04144,-0.3079814228254443,-1.3600113188711536,0.06049149338374291,0.22040845371095139,259,256,"CAV1,EHD2,RAB31,RNF41,CXCR4,CAV2,IQSEC1,KIF5C,RET,HSPA6,ASAP1,PIP5KL1,EHD3,ADRBK2,SPG20,CHMP7,WIPF1,TGFBR2,EPS15,DNAJC6,RAB11FIP2,CSF1R,CDC42,DNM3,ARFGAP3,SMAP2,ADRB2,NEDD4,PSD,RHOA,HSPA2,EPN1,WAS,SNX32,ADRB1,ACAP1,VPS37C,DNM1,TGFB1,BIN1,DAB2,HSPA1L,IL2RA,TGFB2,SNX3,EHD1,SPG21,KIF5B,AMPH,ARAP3,GRK4,CYTH4,IL2RG,WASH1,TGFBR1,KIAA1033,ARPC1B,TGFB3,ARRB2,KIT,CAPZA3,WIPF3,GRK1,ARFGAP1,PML,PARD3,RAB11FIP3,ACAP3,AP2M1,ARAP1,CAV3,CLTCL1,GRK5,SNX2,HLA-E,ADRBK1,PDGFRA,FOLR2,PIP5K1C,PARD6G,VPS45,GRK6,CXCR1,VPS37D,CXCR2,RABEP1,AGAP3,KIF5A,PSD2,PLD2,NTRK1,CCR5,SH3GL2,CBLB,GIT2,AP2A2,SH3GL1,VPS4A,ZFYVE27,GBF1,VPS36,SMURF2,SH3GLB2,ARF5,LDLR,ADRB3,SH3GL3,WWP1,RAB11FIP5,MVB12B,EPN2,AGAP2,CYTH2,IL2RB,ARPC2,RAB5B,CYTH3,ARFGAP2,FLT1,CLTC,KDR,RUFY1,SNX1,CAPZA2,HRAS,ARPC5,AP2S1,SNX12,VPS29,ZFYVE9,GIT1,PARD6A,ARPC3,GRK7,RAB8A,IQSEC2,EHD4,ARAP2,ZFYVE16,IST1,SMAD3,CHMP4A,VPS26A,CYTH1,PARD6B,CBL,EPS15L1,F2R,ARPC5L,VPS26B,ARF1,MDM2,EGF,SH3GLB1,PIP5K1B,LDLRAP1,AP2B1,HLA-G,CCDC53,HSPA8,STAM,CHMP6,HLA-F,RAB5C,CAPZA1,IGF1R,RAB35,FGFR3,ERBB4,FAM21A,NEDD4L,VPS28,ZFYVE20,IQSEC3,HGS,SH3KBP1,HLA-C,VPS37B,ARPC4,SRC,PRKCZ,EEA1,RAB11B,SNX5,SMURF1,HLA-B,FAM21C,ARF3,VPS37A,FGFR4,CBLC,CHMP1B,PSD4,PIP5K1A,SNX6,SMAD2,WIPF2,CLTB,RAB22A,RAB10,MVB12A,ARRB1,AP2A1,FGFR2,STAM2,FOLR3,TFRC,CAPZB,TRAF6,HLA-A,EGFR,PRKCI,ARF6,ARPC1A,CLTA,CHMP3,VPS4B,ACAP2,TSG101,SNF8,SNX4,VPS35,IGF2R,STAMBP,EPN3,RAB5A,ASAP2,RAB7A,FOLR1,DNM2,MET,CHMP2A,CHMP2B,VPS25,RAB11A,CHMP4B,KIAA0196,CHMP4C,ASAP3,ERBB3,ARFGEF1,USP8,RAB4A,CHMP5,PDCD6IP,WASL,AGAP1,VTA1,HSPA1A,RAB11FIP1,ARFGEF2,RAB11FIP4,PLD1,SMAP1,ITCH,PSD3"
Phagosome_Homo sapiens_hsa04145,0.35492350739976763,1.4538717284818254,0.048,0.2213017642282424,154,145,"TUBA1A,THBS2,TUBB6,TUBB2B,TUBB2A,TUBB,C1R,ITGA5,MRC2,ATP6V1F,COLEC12,ATP6V0E2,C3,TUBA1C,ITGAM,HLA-DRA,ATP6V1H,HLA-DPA1,HLA-DMA,TUBA3C,THBS4,MRC1,FCGR3B,CTSL,NOS1,FCGR2B,SFTPD,TUBA1B,HLA-DPB1,ITGB2,CORO1A,HLA-DQB1,DYNC1I1,HLA-DMB,TUBB3,DYNC1LI1,NCF4,ATP6V1E2,ATP6V1E1,HLA-DRB4,ATP6V1C2,NCF2,ATP6V1G1,FCGR3A,CLEC7A,MBL2,COLEC11,NCF1,CD14,PLA2R1,THBS3,TUBB4A,THBS1,HLA-DQA1,DYNC2H1,CYBB,HLA-DOB,RAB7B,DYNC1I2,HLA-E,SEC61A2,TCIRG1,ITGAV,TUBB4B,ATP6V0E1,SEC22B,HLA-DRB1,CANX,TAP2,ATP6V0D2,TLR2,TUBA4A,COMP,ATP6V1B1,STX7,ITGB1,TUBA8,MARCO,HLA-DOA,ATP6V1G2,ACTB,OLR1,FCGR1A,CLEC4M,RAB5B,FCGR2C,M6PR,CALR,CYBA,DYNC1LI2,ATP6V0B,TAP1,CD36,MSR1,TLR4,CD209,ITGB3,FCGR2A,ATP6V0A4,ATP6V1G3,TUBB1,SFTPA1,ATP6V0A1,ATP6V0C,ATP6V1B2,HLA-G,HLA-F,RAB5C,ATP6V0A2,ATP6V1C1,ATP6AP1,TLR6,PIKFYVE,SEC61A1,VAMP3,PIK3C3,MPO,HGS,HLA-C,SEC61B,SCARB1,STX18,EEA1,ITGB5,HLA-B,FCAR,DYNC1H1,NOX3,STX12,CTSS,SEC61G,TFRC,HLA-A,RILP,NOX1,LAMP2,ATP6V1D,ATP6V1A,RAB5A,RAB7A,ATP6V0D1,RAC1,LAMP1,TUBAL3,ITGA2"
Axon guidance_Homo sapiens_hsa04360,0.32316934209252207,1.4488107296673416,0.010121457489878543,0.22209111188328978,127,127,"DPYSL2,CXCL12,FYN,SEMA3G,CXCR4,GNAI2,CFL2,SLIT2,SRGAP2,SLIT3,L1CAM,SEMA4C,ROBO1,ABLIM3,NTNG2,NFATC4,PLXNC1,CDC42,RAC2,NFATC2,EPHA3,ROCK1,EPHB6,SEMA3E,RHOA,PAK3,SEMA3D,SEMA6C,NRP1,DPYSL5,FES,EPHB4,UNC5D,PPP3CB,SLIT1,LRRC4C,PLXNA3,UNC5A,PPP3CA,RHOD,PLXNB3,SEMA3F,EPHB1,SEMA4F,DCC,ABL1,SEMA4D,RND1,SEMA7A,SEMA4A,EPHA7,NTNG1,ROBO3,ABLIM2,NTN4,NFATC3,PAK7,EFNA5,EPHA4,EPHA8,SEMA5B,PLXNA1,ROBO2,ITGB1,NTN1,SEMA6B,EPHA2,SEMA3A,EPHA5,LRRC4,SEMA3B,RAC3,EPHB3,HRAS,EPHA1,GSK3B,ARHGEF12,PAK4,EPHA6,EFNB3,PTK2,KRAS,LIMK1,PLXNB2,PLXNA2,PAK2,NCK2,NTN3,ROCK2,RASA1,SEMA3C,SEMA6A,PLXNB1,SRGAP3,CFL1,SEMA4G,MAPK3,PPP3CC,CDK5,EFNA2,GNAI1,EFNA4,PPP3R2,PPP3R1,EFNA1,PAK6,UNC5C,SEMA4B,UNC5B,GNAI3,MAPK1,EPHB2,EFNB1,EFNB2,EFNA3,RGS3,SRGAP1,MET,NCK1,NRAS,LIMK2,RAC1,PAK1,SEMA5A,SEMA6D,ABLIM1,NGEF"
Melanoma_Homo sapiens_hsa05218,0.34560928583202116,1.4228625047939663,0.03578528827037773,0.22732614114140057,71,71,"FGF13,FGF2,PDGFRB,FGF7,MITF,FGFR1,IGF1,PDGFB,PIK3CD,FGF1,CDK4,FGF23,AKT3,AKT1,ARAF,PIK3R3,FGF3,PDGFC,MAP2K1,AKT2,FGF4,PIK3CG,PIK3R5,CDKN2A,PDGFRA,FGF14,PIK3CA,FGF19,PIK3R1,HGF,PIK3R2,FGF10,FGF8,FGF6,CCND1,FGF16,FGF18,HRAS,FGF20,TP53,RB1,FGF12,PIK3CB,E2F3,FGF17,MAP2K2,BRAF,FGF5,KRAS,PTEN,MDM2,RAF1,EGF,PDGFD,E2F1,FGF21,E2F2,IGF1R,CDKN1A,MAPK3,PDGFA,BAD,FGF11,MAPK1,FGF22,FGF9,EGFR,CDK6,MET,NRAS,CDH1"
Serotonergic synapse_Homo sapiens_hsa04726,0.3197840459536948,1.431968748642246,0.014373716632443531,0.23060456189562267,112,108,"DUSP1,PTGS2,GNAI2,ITPR1,GNAO1,GNGT2,HTR2A,GABRB3,GNG7,CYP4X1,TRPC1,CACNA1C,GNB4,PLCB1,ADCY5,ALOX5,ALOX12B,GNG4,GNG2,GNG11,CACNA1B,GNB5,PRKCB,GNG10,ARAF,HTR3A,KCND2,PLA2G4D,GNG3,KCNN2,HTR1A,PTGS1,HTR5A,MAP2K1,RAPGEF3,GABRB1,HTR2B,KCNJ9,MAOB,GNAS,JMJD7-PLA2G4B,HTR1E,PRKACG,PRKCG,TPH1,ITPR2,HTR6,HTR7,HTR3B,PLA2G4C,PLCB2,TPH2,HTR1D,KCNJ3,HTR1F,GNB1,HRAS,CACNA1S,CYP2D6,GNB2,SLC18A1,PLA2G4A,GNG8,APP,GABRB2,KCNJ5,PRKACA,GNG13,CYP2C8,PRKCA,BRAF,CACNA1A,ALOX15,KRAS,GNGT1,CYP2C19,RAF1,CACNA1D,PLA2G4F,HTR2C,PLCB3,KCNJ6,SLC6A4,SLC18A2,GNB3,HTR3C,MAPK3,GNAQ,GNAI1,ALOX15B,ALOX12,CACNA1F,PLCB4,GNAI3,MAPK1,HTR4,HTR1B,ITPR3,GNG5,CYP2J2,NRAS,PRKACB,CYP2C18,GNG12,CYP2C9,DDC,MAOA,CASP3"
Steroid biosynthesis_Homo sapiens_hsa00100,-0.4959664433179531,-1.3475761354096147,0.15725806451612903,0.23100740474087592,20,20,"LIPA,HSD17B7,FAXDC2,SC5D,TM7SF2,CYP24A1,CYP2R1,SOAT1,CYP27B1,NSDHL,SOAT2,SQLE,LSS,MSMO1,CEL,FDFT1,DHCR7,DHCR24,EBP,CYP51A1"
Regulation of lipolysis in adipocytes_Homo sapiens_hsa04923,0.3779886074682898,1.4236330525511802,0.05405405405405406,0.2314021073171984,56,56,"PTGS2,FABP4,GNAI2,PTGER3,PIK3CD,ADCY4,ADCY5,ADCY3,NPR1,ADRB2,AKT3,AKT1,TSHR,ADRB1,PIK3R3,PLIN1,PLA2G16,PTGS1,AKT2,ADCY2,CGA,ADCY7,PIK3CG,INS,PIK3R5,GNAS,PRKACG,IRS1,ADCY8,PIK3CA,IRS2,ADORA1,IRS4,PIK3R1,ADCY1,PIK3R2,ADRB3,TSHB,ADCY9,PRKG1,PNPLA2,PIK3CB,PDE3B,PRKACA,LIPE,NPY1R,GNAI1,MGLL,NPY,GNAI3,INSR,AQP7,PRKG2,PRKACB,ADCY6,ABHD5"
Primary immunodeficiency_Homo sapiens_hsa05340,0.6076610862365726,1.4351926412509337,0.130879345603272,0.23153088043177844,37,36,"CIITA,TNFRSF13B,CD79A,IL7R,CD3D,AIRE,CD4,AICDA,ADA,JAK3,LCK,CD40LG,BTK,CD19,CD40,IGLL1,IL2RG,ZAP70,CD3E,ICOS,RFX5,IKBKG,ORAI1,CD8B,PTPRC,CD8A,RFXAP,TAP2,RAG1,RFXANK,RAG2,BLNK,TNFRSF13C,TAP1,DCLRE1C,UNG"
Asthma_Homo sapiens_hsa05310,0.5391759667245278,1.3852053521233414,0.17886178861788618,0.23156081685723126,31,27,"CCL11,HLA-DRA,HLA-DPA1,HLA-DMA,HLA-DPB1,HLA-DQB1,HLA-DMB,CD40LG,IL3,IL9,CD40,HLA-DRB4,HLA-DQA1,HLA-DOB,FCER1A,IL13,HLA-DRB1,IL10,RNASE3,FCER1G,HLA-DOA,MS4A2,EPX,TNF,IL5,IL4,PRG2"
Regulation of actin cytoskeleton_Homo sapiens_hsa04810,0.2873117789955725,1.3866380433593037,0.022916666666666665,0.233767887460587,214,212,"FGF13,FGF2,ITGA5,ACTN1,ITGA7,CFL2,FN1,PDGFRB,FGF7,ITGA1,MSN,FGFR1,MYL9,PDGFB,BAIAP2,ITGAM,PIK3CD,ARHGEF6,RRAS,MRAS,PIP4K2B,MYLK,FGF1,PIP4K2A,ARHGEF1,PPP1R12A,CYFIP2,WASF1,FGF23,RDX,CDC42,RAC2,ENAH,MYL7,NCKAP1L,ROCK1,ABI2,ITGB2,PPP1R12B,RHOA,MYH10,PAK3,GNA12,WAS,MYLK2,VAV1,ARAF,PIK3R3,VCL,ITGAL,ACTN3,FGF3,PDGFC,PFN2,MAP2K1,ARPC1B,PPP1R12C,APC2,ITGA9,ITGB7,CD14,FGF4,PIK3CG,PFN1,INS,PIK3R5,FGD3,ITGAE,MYL10,FGD1,ITGA4,PDGFRA,FGF14,ITGAV,PIP5K1C,PIK3CA,GSN,SSH1,FGF19,ARHGEF4,ITGA8,PAK7,PIK3R1,ACTN2,TIAM1,ITGB1,SLC9A1,PFN4,CHRM3,SSH2,PIK3R2,FGF10,INSRR,IQGAP3,ITGAD,FGF8,MYL5,RAC3,ITGA2B,ITGAX,ACTB,PPP1CB,MYH9,FGF6,CHRM1,FGF16,ARPC2,FGF18,MYL12A,HRAS,ARPC5,FGF20,PXN,BRK1,BDKRB1,GIT1,ARHGEF12,ARPC3,PAK4,MYL2,DOCK1,FGF12,CHRM4,ITGA10,PIK3CB,IQGAP2,CHRM2,FGF17,F2,MAP2K2,ITGB3,BRAF,ARHGEF7,PTK2,FGF5,ITGB8,KRAS,LIMK1,F2R,MYLK4,ARPC5L,PAK2,SOS1,RAF1,EGF,PDGFD,ROCK2,ITGA3,BDKRB2,MOS,PIP5K1B,ITGA11,SSH3,CHRM5,MYLPF,FGF21,DIAPH1,PIKFYVE,FGFR3,CFL1,MAPK3,NCKAP1,DIAPH2,MYLK3,VAV2,ITGB4,TMSB4Y,PPP1CA,ARPC4,SRC,ITGB5,APC,MYL12B,PPP1CC,PDGFA,ACTN4,FGFR4,FGF11,PAK6,MYH14,PIP5K1A,WASF2,MAPK1,FGF22,FGFR2,TMSB4X,ARHGAP35,FGF9,EGFR,EZR,ARPC1A,PIP4K2C,ITGA6,DIAPH3,BCAR1,SOS2,RRAS2,GNA13,CRKL,NRAS,LIMK2,IQGAP1,RAC1,PAK1,GNG12,WASL,CYFIP1,CRK,ITGB6,SCIN,ITGA2,VAV3"
Intestinal immune network for IgA production_Homo sapiens_hsa04672,0.5432782457490868,1.4142605086056905,0.19718309859154928,0.23407673285598288,48,44,"CXCL12,CXCR4,MAP3K14,HLA-DRA,HLA-DPA1,CD80,HLA-DMA,TNFSF13B,TNFRSF13B,HLA-DPB1,HLA-DQB1,AICDA,CD86,HLA-DMB,IL6,CD40LG,TGFB1,CD40,HLA-DRB4,MADCAM1,CCR9,ITGB7,ICOS,IL2,HLA-DQA1,HLA-DOB,ITGA4,CCR10,CD28,HLA-DRB1,IL15RA,IL10,TNFRSF17,LTBR,HLA-DOA,CCL25,TNFRSF13C,TNFSF13,IL5,IL4,ICOSLG,PIGR,IL15,CCL28"
Retrograde endocannabinoid signaling_Homo sapiens_hsa04723,0.33308637833512256,1.3796083158436174,0.040948275862068964,0.23450821278664571,101,101,"PTGS2,MAPK10,GNAI2,CNR1,ITPR1,GNAO1,GNGT2,SLC17A7,GABRB3,GNG7,CACNA1C,GNB4,ADCY4,PLCB1,ADCY5,ADCY3,GABRA6,GNG4,GABRG2,GNG2,GNG11,CACNA1B,GABRG3,GNB5,PRKCB,GNG10,GNG3,GABRA4,GABRB1,ADCY2,GABRR2,ADCY7,MAPK11,KCNJ9,PRKACG,PRKCG,ADCY8,GRIA2,ITPR2,GABRA5,GRM5,GRIA1,ADCY1,PLCB2,GABRP,GABRQ,KCNJ3,GABRD,SLC32A1,RIMS1,GABRG1,GABRR3,GABRA3,MAPK12,SLC17A6,GNB1,ADCY9,CACNA1S,GRIA4,GNB2,GNG8,GABRE,GABRB2,KCNJ5,PRKACA,GNG13,PRKCA,CACNA1A,MAPK8,GNGT1,GRM1,MAPK9,GABRR1,CACNA1D,FAAH,PLCB3,KCNJ6,GNB3,GABRA1,MAPK3,GNAQ,GNAI1,GRIA3,DAGLA,CACNA1F,MGLL,PLCB4,MAPK14,GNAI3,MAPK1,ABHD6,DAGLB,GABRA2,SLC17A8,ITPR3,GNG5,PRKACB,MAPK13,GNG12,ADCY6,NAPEPLD"
cAMP signaling pathway_Homo sapiens_hsa04024,0.30679751814601386,1.4252328251649424,0.016632016632016633,0.23458773160109248,199,193,"FOS,JUN,PLN,FXYD1,MAPK10,GNAI2,PTGER3,ATP1A2,NFATC1,ATP2B4,GABBR1,MYL9,CREB5,PIK3CD,RRAS,GLI1,EDNRA,PPP1R12A,CACNA1C,ADCY4,ADCY5,RAC2,BDNF,PDE4B,ADCY3,NPR1,ROCK1,ADRB2,CAMK2B,CNGB3,RHOA,AKT3,AKT1,RYR2,TSHR,VAV1,ADRB1,CNGA3,PIK3R3,CAMK2G,HTR1A,SSTR5,CREB3L2,ARAP3,MAP2K1,RAPGEF3,AKT2,ADCY2,GLI3,RAP1A,ADCY10,RELA,HCN2,ADCY7,PTCH1,PIK3CG,PIK3R5,HCAR1,PDE4D,HCAR3,ORAI1,GABBR2,GNAS,VIPR2,ADCYAP1R1,HTR1E,PRKACG,RAPGEF4,ADORA2A,AMH,ADCY8,CALML6,PIK3CA,GRIA2,HTR6,CNGB1,ADORA1,ATP1A3,GRIA1,NFKBIA,PIK3R1,PLD2,ADCY1,TIAM1,ATP2B3,GHRL,ATP1B2,ATP2B2,SLC9A1,HTR1D,CALM1,PIK3R2,HTR1F,DRD1,RAC3,FXYD2,CREB1,RAP1B,PPP1CB,CNGA4,GHSR,CHRM1,CALML5,TNNI3,FSHR,ADCY9,CACNA1S,GRIA4,HCN4,GRIN2D,GRIN2A,NFKB1,HHIP,PIK3CB,GLP1R,PDE3A,PDE3B,PRKACA,CAMK4,CHRM2,MAP2K2,BRAF,GIPR,CREB3L3,CALML3,MC2R,LIPE,PTGER2,MAPK8,F2R,MAPK9,CREB3,SSTR2,RAF1,CACNA1D,ROCK2,PDE4A,MLLT4,SUCNR1,OXTR,GRIN3A,NPY1R,FSHB,DRD5,FFAR2,ATP2A2,GRIN2B,CREBBP,ATP1A4,EP300,MAPK3,CAMK2A,ABCC4,VAV2,GNAI1,PPP1CA,CREB3L4,ATP1B4,GRIA3,CREB3L1,GRIN3B,CAMK2D,GRIN2C,DRD2,CACNA1F,GRIN1,PPP1CC,BAD,NPY,SOX9,GNAI3,MAPK1,HTR4,ATP1B1,HTR1B,ATP1B3,ATP1A1,PLCE1,PPP1R1B,CFTR,ACOX3,SSTR1,RRAS2,CNGA1,ATP2B1,RAC1,PAK1,ACOX1,PRKACB,PPARA,PLD1,ADCY6,VAV3"
Leishmaniasis_Homo sapiens_hsa05140,0.45385382016384423,1.388394939311805,0.15384615384615385,0.2359408658072569,73,69,"FOS,JUN,PTGS2,C3,ITGAM,HLA-DRA,HLA-DPA1,HLA-DMA,FCGR3B,IL1B,HLA-DPB1,ITGB2,HLA-DQB1,HLA-DMB,PRKCB,TGFB1,CR1,PTPN6,NCF4,TGFB2,HLA-DRB4,NCF2,FCGR3A,IFNGR1,RELA,NCF1,TGFB3,MAPK11,MARCKSL1,HLA-DQA1,ELK1,HLA-DOB,ITGA4,IL12A,HLA-DRB1,IL10,NFKBIA,TLR2,JAK2,ITGB1,HLA-DOA,FCGR1A,FCGR2C,MAPK12,IFNG,CYBA,MAP3K7,NFKB1,IL12B,TLR4,FCGR2A,IRAK1,TNF,TAB2,TAB1,NOS2,IL4,MAPK3,IFNGR2,NFKBIB,MYD88,MAPK14,JAK1,MAPK1,IL1A,TRAF6,STAT1,IRAK4,MAPK13"
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100,0.33916018122543573,1.394048266037733,0.049079754601226995,0.23734865757370216,78,77,"CAV1,ITGA5,FN1,CTNNA2,CAV2,ELMO1,PIK3CD,ARHGEF26,SEPT6,ILK,HCLS1,WASF1,CDC42,DNM3,SHC3,ARHGAP10,RHOA,RHOG,WAS,SEPT9,DNM1,PIK3R3,VCL,MAD2L2,SEPT1,ARPC1B,PIK3CG,PIK3R5,SHC2,SHC4,CTNNA3,CTNNB1,CAV3,CLTCL1,PIK3CA,PIK3R1,ITGB1,CBLB,SEPT3,ELMO2,PIK3R2,SEPT2,ACTB,ARPC2,SHC1,CLTC,ARPC5,PXN,CTTN,ARPC3,SEPT11,DOCK1,PIK3CB,CBL,PTK2,ARPC5L,ARPC4,SRC,SEPT12,CBLC,CLTB,WASF2,SEPT8,CD2AP,ARPC1A,CLTA,BCAR1,ELMO3,GAB1,CRKL,DNM2,MET,CTNNA1,RAC1,CDH1,WASL,CRK"
Transcriptional misregulation in cancer_Homo sapiens_hsa05202,0.309276521085306,1.3731371206561453,0.02880658436213992,0.2382617703838363,180,166,"CEBPB,ZBTB16,DUSP6,MEIS1,DDX5,PBX3,CXCL8,ETV1,HHEX,MYC,IGF1,NR4A3,BMI1,ITGAM,RUNX1T1,NGFR,LYL1,ETV5,TGFBR2,BCL6,MMP9,CSF1R,PAX5,BCL2A1,BIRC3,SUPT3H,CDK14,IGFBP3,REL,CD86,IL6,FLI1,CCR7,MEF2C,MAF,IL3,H3F3A,RUNX2,ARNT2,DDIT3,CSF2,BAIAP3,LMO2,CD40,FUT8,WT1,GZMB,KMT2A,NUPR1,RELA,ERG,CCND2,ITGB7,CD14,PML,TCF3,ATM,CDKN2C,PBX1,TFE3,HIST1H3I,SIX4,CDKN1B,MYCN,ELANE,PRCC,MMP3,PAX7,RXRG,FLT3,PLAU,HIST1H3C,NTRK1,RARA,HIST3H3,CCNT1,SPI1,MLLT1,SSX1,EWSR1,HIST1H3G,PAX3,TRAF1,FOXO1,ETV4,EYA1,FCGR1A,RXRB,HOXA11,MEN1,AFF1,IL2RB,MLF1,SSX2B,FLT1,HDAC2,PLAT,CDK9,TP53,PTCRA,TLX1,WNT16,FUS,KDM6A,NFKB1,CEBPE,FEV,SIX1,ELK4,SLC45A3,ASPSCR1,HIST1H3F,UTY,PTK2,ID2,CCNA1,PER2,SIN3A,ZBTB17,MDM2,TAF15,DOT1L,BCL2L1,HDAC1,JUP,SSX2,IGF1R,SS18,CDKN1A,GOLPH3,MPO,NCOR1,WHSC1,MAX,GRIA3,HIST1H3B,ETV6,ETV7,SP1,HIST1H3A,NFKBIZ,PDGFA,HIST1H3E,PAX8,CCNT2,SPINT1,TLX3,TMPRSS2,HOXA10,BMP2K,JMJD1C,SMAD1,MLLT3,HMGA2,KLF3,RXRA,ATF1,PROM1,IL1R2,MET,GOLPH3L,LDB1,CEBPA,HPGD,PPARG,TSPAN7"
Linoleic acid metabolism_Homo sapiens_hsa00591,-0.4257004323707351,-1.337309798126273,0.1089866156787763,0.2396684600843391,29,25,"PLA2G5,PLA2G4D,PLA2G16,PLA2G2D,CYP1A2,JMJD7-PLA2G4B,PLA2G2E,PLB1,PLA2G4C,CYP3A4,CYP2E1,PLA2G2A,PLA2G4A,CYP2C8,ALOX15,CYP2C19,PLA2G6,PLA2G4F,PLA2G2F,PLA2G1B,PLA2G3,CYP2J2,PLA2G12A,PLA2G12B,CYP2C9"
Basal cell carcinoma_Homo sapiens_hsa05217,0.37221633194334824,1.3887962749061475,0.07535641547861507,0.23984427329817454,55,53,"TCF7L1,FZD2,WNT2B,GLI1,FZD7,FZD10,GLI2,WNT4,WNT9A,FZD3,TCF7,WNT11,GLI3,APC2,PTCH1,WNT5B,FZD4,DVL2,CTNNB1,DVL3,FZD9,DVL1,STK36,WNT9B,FZD8,WNT7B,WNT1,WNT10B,AXIN1,WNT6,FZD6,BMP4,WNT7A,SUFU,TP53,GSK3B,WNT16,WNT10A,HHIP,SMO,AXIN2,LEF1,FZD1,WNT2,SHH,WNT8A,BMP2,WNT8B,APC,TCF7L2,WNT5A,PTCH2,FZD5"
Long-term depression_Homo sapiens_hsa04730,0.3400440076630441,1.3586746595676498,0.058315334773218146,0.24065399590608122,60,58,"GUCY1B3,GUCY1A3,GNAI2,ITPR1,GNAO1,IGF1,PPP2CA,NOS1,PLCB1,GUCY1A2,GNAZ,GNA12,PRKCB,ARAF,PLA2G4D,LYN,MAP2K1,GNAS,JMJD7-PLA2G4B,RYR1,PRKCG,PPP1R17,GRIA2,ITPR2,GRIA1,PLA2G4C,PLCB2,HRAS,PRKG1,CRHR1,PLA2G4A,PPP2R1A,PRKCA,MAP2K2,BRAF,CACNA1A,KRAS,GRM1,RAF1,PLA2G4F,PLCB3,IGF1R,MAPK3,GNAQ,GRID2,GNAI1,GRIA3,CRH,PLCB4,GNAI3,MAPK1,GNA11,PPP2R1B,ITPR3,GNA13,PRKG2,PPP2CB,NRAS"
Renin secretion_Homo sapiens_hsa04924,0.3794962926492784,1.4053326413812923,0.06477732793522267,0.24068014154801953,64,62,"GUCY1B3,GUCY1A3,GNAI2,AGTR1,PDE1A,ITPR1,ADCYAP1,EDNRA,AQP1,CACNA1C,PLCB1,ADCY5,KCNMA1,CTSB,GUCY1A2,NPR1,ADRB2,ADRB1,PPP3CB,PDE1B,PPP3CA,ORAI1,GNAS,ADCYAP1R1,PRKACG,CALML6,ITPR2,ADORA1,PLCB2,CALM1,ADRB3,PDE1C,CREB1,CALML5,CACNA1S,ACE,PDE3A,PDE3B,PRKACA,CALML3,PTGER2,CLCA2,CACNA1D,PLCB3,PPP3CC,GNAQ,GNAI1,PPP3R2,PTGER4,PPP3R1,CACNA1F,PLCB4,GNAI3,ITPR3,KCNJ2,PRKG2,CLCA4,CLCA1,REN,PRKACB,AGT,ADCY6"
Ras signaling pathway_Homo sapiens_hsa04014,0.3042771682021873,1.3948289809927878,0.024793388429752067,0.24078422131496613,227,219,"RGL1,FGF13,FGF2,VEGFC,MAPK10,PLA1A,PDGFRB,FGF7,PLA2G5,GNGT2,FGFR1,IGF1,PDGFB,ANGPT2,PIK3CD,RRAS,MRAS,FGF1,NGFR,FIGF,RASGRP3,GNG7,PGF,GNB4,VEGFB,FGF23,CSF1R,RASGRF2,CDC42,RAC2,RGL2,GNG4,RALGDS,SHC3,RHOA,PAK3,TBK1,FLT4,AKT3,GNG2,REL,RASGRP4,AKT1,GNG11,GNB5,PRKCB,GNG10,RASGRP2,TEK,PIK3R3,RASGRP1,PLA2G4D,GNG3,PLA2G16,ANGPT1,NGF,FGF3,PDGFC,RASAL3,ABL2,RASSF5,MAP2K1,AKT2,GRB2,RAP1A,ZAP70,RASSF1,PLA2G2D,RELA,RIN1,STK4,FGF4,PIK3CG,INS,PIK3R5,KIT,SHC2,SHC4,IKBKB,EXOC2,SHOC2,IKBKG,ELK1,LAT,PLCG2,ABL1,JMJD7-PLA2G4B,PRKACG,PRKCG,PDGFRA,ETS1,FGF14,CALML6,KSR2,PIK3CA,RASA3,PLCG1,FGF19,ANGPT4,RASA2,PAK7,PIK3R1,PLA2G2E,HTR7,EFNA5,PLD2,RAPGEF5,FASLG,TIAM1,PLA2G4C,HGF,EPHA2,CALM1,PIK3R2,FGF10,FGF8,RAC3,RAP1B,FGF6,FGF16,SHC1,FGF18,NF1,RAB5B,CALML5,FLT1,KDR,PLA2G2A,GNB1,HRAS,FGF20,GNB2,PLA2G4A,GRIN2A,PAK4,GNG8,NFKB1,FGF12,PIK3CB,SYNGAP1,PRKACA,GNG13,FGF17,PRKCA,RASAL1,MAP2K2,RASAL2,PTPN11,CALML3,FGF5,MAPK8,FOXO4,CHUK,KRAS,GNGT1,MAPK9,PAK2,SOS1,RAF1,EGF,PDGFD,PLA2G6,KSR1,MLLT4,PLA2G4F,RASGRF1,RASA1,BCL2L1,FGF21,RAB5C,PLA2G2F,GNB3,GRIN2B,IGF1R,FGFR3,KITLG,CSF1,MAPK3,VEGFA,EFNA2,EFNA4,EFNA1,ETS2,GAB2,RALBP1,GRIN1,PDGFA,BAD,FGFR4,FGF11,PAK6,MAPK1,FGF22,FGFR2,FGF9,EGFR,PLA2G1B,EFNA3,PLCE1,PLA2G3,ARF6,INSR,SOS2,RRAS2,GAB1,RAB5A,BRAP,MET,GNG5,PLA2G12A,RALB,NRAS,RAC1,PAK1,PLA2G12B,PRKACB,GNG12,PLD1,RALA"
